Full Name,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Position
Senne Lynen,55,61,64,62,63,72,MID
Turgay Gemicibaşi,63,59,61,64,63,76,MID
Oliver Turton,64,43,60,62,63,69,DEF
James Husband,65,49,58,64,67,71,DEF
Christian Kouan Oulaï,71,65,65,70,63,76,ATK
Erico C. da Silva,66,32,41,50,66,78,DEF
Carlos Mendes Gomes,82,64,60,68,31,59,MID
Maciej Gajos,72,67,66,67,61,70,MID
Alexandru Chipciu,74,67,67,67,52,70,MID
Antoine Batisse,45,44,62,61,65,78,DEF
Sam Morsy,51,59,62,68,64,80,MID
Vebjørn Hoff,67,54,65,68,64,66,MID
Liam Lindsay,41,34,47,51,67,75,DEF
Francho Serrano Gracia,61,58,67,68,57,62,MID
Osei Bonsu,85,58,62,68,26,46,MID
Mark McGuinness,54,35,47,56,65,77,DEF
Michał Karbownik,77,41,63,68,61,62,DEF
Ismaël Aaneba,71,45,58,60,67,65,DEF
Richard Keogh,46,31,58,58,67,68,DEF
Neil Kilkenny,46,48,65,64,60,72,MID
Felipe Avenatti,49,65,63,65,43,73,ATK
Ákos Kecskés,54,33,46,43,67,74,DEF
Valentín Gómez,68,28,53,50,68,67,DEF
Christian Ramos,54,46,50,52,66,71,DEF
Jhon Freddy Pajoy,81,63,63,71,29,53,MID
Martin Pospíšil,72,55,67,70,60,68,MID
Nuno Miguel Reis Lima,63,31,41,43,68,68,DEF
Ryan Williams,82,59,62,67,52,70,MID
Thierno Baldé,82,46,58,66,61,64,DEF
Luis Alberto Ramírez,58,66,65,69,41,57,MID
Minzún Quina,63,42,55,45,68,66,DEF
Joel Latibeaudiere,72,37,51,57,68,69,DEF
Enrique Serje,60,48,54,62,63,70,MID
Merveille Biankadi,80,57,58,68,54,76,MID
Malte Amundsen,74,47,60,65,62,73,DEF
Matías Orihuela,68,50,62,66,65,59,DEF
Cristo González Pérez,73,66,62,71,36,61,MID
Gabriel Iancu,73,68,67,67,34,64,MID
Matías Palacios,69,60,69,71,46,49,MID
Arne Sicker,89,32,58,64,57,62,DEF
Marvin Johnson,75,61,63,67,60,68,DEF
Check Oumar Diakité,69,53,64,72,62,56,MID
Louis Mafouta,77,68,51,64,29,65,ATK
Mathias Ross,66,32,51,55,66,74,DEF
Juan Bauza,78,62,65,69,40,68,MID
Sokol Çikalleshi,59,67,58,60,35,69,ATK
Marvin Potzmann,74,62,62,67,63,67,DEF
Alexander Esswein,76,67,62,66,53,74,ATK
Bryan Teixeira,75,62,62,71,47,59,MID
Tom Dele-Bashiru,78,65,62,69,61,60,MID
Jadenilson Nuno Baia Paneira,76,48,58,63,62,63,DEF
Moritz Stoppelkamp,60,66,67,69,46,61,MID
Tiago Filipe Alves Araújo,84,62,62,69,41,67,MID
Jordy Alcívar,66,64,67,64,59,69,MID
Tiago Almeida Ilori,77,38,49,54,67,70,DEF
Niklas Sandberg,72,64,65,67,51,68,ATK
Matej Rodin,46,25,35,42,68,75,DEF
Lachlan Wales,82,54,65,63,24,66,MID
Alexander Schmidt,54,65,47,61,33,75,ATK
Svante Ingelsson,77,60,66,66,60,74,MID
Bartosz Slisz,70,54,63,67,66,72,MID
Aitor Córdoba Querejeta,60,36,48,50,67,66,DEF
Claudio Igor Mouria Silva,63,68,66,70,31,63,ATK
Paulo Estrela Moreira Alves,53,63,68,68,61,62,MID
Ahmetcan Kaplan,63,30,42,48,67,70,DEF
Guillermo Enrique,70,40,49,61,67,56,DEF
Joshua Emmanuel,78,36,60,65,62,77,DEF
Malthe Højholt,64,44,58,66,63,68,MID
Daniel Lasure Briz,68,44,57,61,63,74,DEF
Jackson Tchatchoua,88,54,56,66,58,79,DEF
Steven Skrzybski,73,70,63,69,33,61,ATK
Sinan Gümüş,71,70,64,70,29,59,MID
Dimitrios Kolovetsios,53,33,50,51,69,71,DEF
Teden Mengi,79,39,54,59,65,71,DEF
Kelvin Leerdam,70,54,62,66,64,72,DEF
André Fonseca Amaro,61,44,52,62,66,71,DEF
Agustín Mulet,70,51,66,69,62,71,MID
Mohamed Aidara,46,31,36,38,68,75,DEF
Jeppe Okkels,82,59,61,68,37,63,MID
Mohamed Youssouf,67,48,62,67,65,65,DEF
Renan Lorenzo Tojeiras Sampaio,50,61,56,71,66,76,MID
Mathías Laborda,70,41,51,58,68,68,DEF
Jon Karrikaburu,71,67,50,66,26,57,ATK
Luís Leal dos Anjos,69,71,62,63,34,70,ATK
Patrick Göbel,76,52,67,68,57,64,MID
Jown Cardona,76,62,62,73,45,58,ATK
Luís José Miquissone,79,62,60,69,25,48,MID
Javier Alonso Bello,53,51,66,64,61,71,MID
David Ayala,72,45,62,68,63,57,MID
Ismail Yüksek,67,57,67,68,66,66,MID
Marcus Harness,84,63,61,68,28,53,ATK
Nicolae Păun,63,46,60,61,64,70,MID
Emanuele Ndoj,74,66,66,68,65,71,MID
Enmanuel Páucar,69,60,63,57,64,71,MID
Jukka Raitala,59,47,65,64,65,72,DEF
Ignacio Jara,64,61,66,70,33,47,MID
Jordan Obita,67,58,66,66,62,74,DEF
Ziya Erdal,66,51,58,62,66,69,DEF
Sandro Ingolitsch,73,41,59,65,65,64,DEF
Matthew Longstaff,67,66,67,70,56,64,MID
Kalidou Sidibé,41,45,55,57,66,75,DEF
Enrico Delprato,74,45,61,61,62,68,DEF
Marcin Cebula,81,65,66,69,54,65,MID
Jonathan Borja,76,64,64,70,35,58,MID
Vurnon Anita,54,51,63,68,62,63,MID
Bandile Shandu,75,63,68,65,53,68,MID
Yan Medeiros Sasse,76,61,63,70,42,61,MID
Grzegorz Tomasiewicz,72,61,63,69,59,58,MID
Conor Chaplin,80,65,59,71,35,54,MID
Leonel González,73,43,56,63,65,77,DEF
Anthony Stewart,53,22,46,52,66,79,DEF
José Parodi,69,60,67,69,63,69,MID
Óscar Clemente Mues,73,55,67,63,40,46,MID
George Hirst,72,66,50,62,31,73,ATK
Rafael García,41,35,52,53,70,73,DEF
Augusto Máx,62,58,60,64,64,65,MID
Roland Varga,79,67,65,67,32,63,ATK
Youssouph Badji,72,64,52,65,28,70,ATK
Tomás Lago Pontes Esteves,75,37,59,67,62,63,DEF
Leonardo Heredia,66,66,66,69,35,65,ATK
Cheick Traoré,75,45,58,67,64,69,DEF
Pedro David Rosendo Marques,74,68,51,66,27,66,ATK
Jake Mulraney,88,56,59,68,51,48,MID
Sean McConville,65,61,67,64,58,65,MID
Joseph Boyamba,83,64,60,71,29,56,MID
Oriol Rosell Argerich,36,56,65,64,65,67,MID
Bevis Mugabi,74,33,47,51,65,81,DEF
Jordan Adéoti,46,55,63,64,64,73,MID
Carlos Isaac Muñoz Obejero,72,38,52,59,64,68,DEF
Yann-Erik de Lanlay,82,60,62,69,51,60,ATK
Emil Salomonsson,69,65,65,65,63,66,DEF
Fred Marcos Cardouso Pombal,65,56,70,71,40,55,MID
Quentin Lecoeuche,79,47,59,65,61,68,DEF
Christian Mafla,62,35,51,62,66,73,DEF
Matt Olosunde,76,42,54,64,64,65,DEF
Jean Carlos Silva Rocha,84,60,63,64,45,63,MID
Gustavo Ramírez,76,71,53,65,33,55,ATK
Jeppe Grønning,34,51,56,56,65,74,MID
Marius Constantin,50,57,55,52,67,73,DEF
Marcel Ziegl,70,53,61,65,64,77,MID
Makana Baku,90,63,54,73,27,62,MID
Erwin Saavedra,73,62,64,65,63,56,DEF
Charlie Goode,53,32,49,55,66,74,DEF
Ramiro Ballivián,73,61,58,74,63,69,ATK
Kearyn Baccus,69,48,63,63,64,66,MID
David Bates,57,29,45,51,66,74,DEF
Tiago Filipe Oliveira Dantas,70,54,70,74,45,42,MID
Kristoffer Pallesen,72,37,59,66,60,72,DEF
Cas Odenthal,61,32,54,58,68,68,DEF
Josh Doig,75,54,59,62,64,70,DEF
Marco Kana,69,32,65,68,66,69,MID
Giorgi Beridze,76,62,61,72,28,54,MID
Alejandro Maciel,53,32,37,44,68,73,DEF
Ben Garuccio,76,52,62,66,61,67,DEF
Jeroen Veldmate,32,53,58,52,66,79,DEF
Ignace Van der Brempt,82,55,64,69,59,72,MID
Karlo Muhar,65,47,55,58,65,81,DEF
Danilo Carando,61,70,52,55,23,56,ATK
Federico Gino,57,49,67,66,66,67,MID
Rodrigo Contreras,71,66,52,65,32,73,ATK
Zuriko Davitashvili,75,55,63,69,25,56,MID
Alberto Almici,72,42,63,64,60,74,DEF
Richard Windbichler,64,34,53,52,64,74,DEF
Rasmus Højlund,83,67,49,63,29,77,ATK
Valerică Găman,54,57,57,54,67,70,DEF
Ewerton da Silva Pereira,54,60,65,67,66,70,MID
Pablo Insua Blanco,44,36,53,52,68,65,DEF
Mehmet Can Aydin,75,57,63,73,60,60,MID
Ezequiel Schelotto,60,57,64,61,65,67,DEF
Nuno Miguel Oliveira Borges,53,47,60,65,65,70,MID
Fabio Daprelà,69,57,62,65,65,78,DEF
Hianga'a Mbock,58,58,63,69,61,68,MID
Franklin Wadja,66,39,59,58,65,84,DEF
Filippo Melegoni,56,54,68,68,60,54,MID
Dragoș Grigore,52,54,56,45,66,74,DEF
Diego Riolfo,61,65,66,69,32,47,MID
Greg Docherty,67,62,64,70,64,78,MID
Carlos Suárez,67,60,58,67,64,67,MID
Martin Konczkowski,76,40,65,62,60,71,DEF
Manuel Antonio Molina Valero,59,60,68,67,61,61,MID
Paulus Arajuuri,33,35,44,43,66,78,DEF
Joo Ho Park,64,49,67,65,66,71,MID
Fábio Patrick Santos Fernandes,63,68,51,58,26,70,ATK
Magnus Mattsson,75,63,61,72,28,58,MID
Woo Jae Jeong,75,60,61,65,62,71,DEF
Nicolás Rossi,76,60,63,70,37,58,MID
Christian Tizón,81,58,64,66,62,59,DEF
Musa Juwara,83,65,57,73,30,50,MID
Rodrigo Márquez,76,61,57,73,31,54,MID
Raimundo Rebolledo,72,26,56,67,63,61,DEF
Mehdi Bourabia,53,59,68,69,63,61,MID
Muteb Al Harbi,86,50,61,68,59,60,MID
Kosta Barbarouses,82,66,62,69,32,72,ATK
Lars Dietz,62,37,55,60,67,73,DEF
Zoran Arsenić,69,39,56,59,66,75,DEF
Jarosław Kubicki,71,56,63,67,62,76,MID
Saulo Decarli,57,34,50,54,67,70,DEF
Christian Clemens,77,65,66,66,51,61,MID
Harrison Afful,72,57,65,69,63,67,DEF
Thomas Van Den Keybus,70,56,64,70,62,58,MID
Juan Andrada,52,51,65,61,64,74,MID
Joshua Mees,67,64,63,70,21,55,MID
Yassin Ayoub,69,63,69,68,65,68,DEF
Orestis Kiomourtzoglou,59,48,55,58,65,79,DEF
Oscar Piris,54,48,49,52,67,70,DEF
Jordy Gaspar,81,43,57,67,59,70,DEF
João Vitor Brandão Figueiredo,62,68,60,64,25,66,ATK
Leandro Fabiano Pestanha Días,59,21,46,46,70,72,DEF
Aboubakary Kanté,91,66,57,65,23,73,ATK
Elías Már Ómarsson,84,64,54,68,37,73,ATK
Alexsandro de Souza Ribeiro,63,30,48,51,65,73,DEF
Nicolás Ferreira,71,64,60,68,30,51,ATK
Stanko Jurić,64,61,57,64,65,77,MID
Gabriele Ferrarini,65,43,57,68,66,58,DEF
Sébastien Salles-Lamonge,66,64,69,69,50,56,MID
Dan Neil,74,60,63,67,63,73,MID
Clemente Montes,80,60,55,70,23,55,ATK
Felix Götze,62,40,61,61,66,69,DEF
Franco Leys,64,50,59,62,67,65,MID
Paul Papp,57,50,56,53,66,71,DEF
Bogdan Milovanov,73,39,51,62,64,73,DEF
Chase Gasper,78,34,55,62,63,70,DEF
Carlos Nieto Herrero,68,56,61,62,63,74,DEF
Ang Li,56,61,64,58,64,80,DEF
Jae Yong Jeong,48,62,61,61,63,78,MID
Osher Davida,79,66,64,69,27,64,MID
Saúl Basilio Coco Bassey Oubiña,69,33,46,49,68,71,DEF
Caden Clark,79,61,65,69,46,60,MID
Andrés López,80,40,66,63,62,68,DEF
Albert Grønbæk,77,63,67,71,58,66,MID
Basil Stillhart,63,58,65,69,62,72,MID
Eduardo Fereira,78,50,56,55,59,52,DEF
Cyril Ngonge,87,65,55,72,32,63,ATK
Damien Marcq,39,48,61,56,68,67,MID
Federico Bravo,51,45,59,59,64,80,MID
Ramazan Civelek,76,57,65,70,62,59,MID
Josh Williams,57,46,59,57,66,75,DEF
Álvaro Vázquez García,70,69,60,66,41,69,ATK
Malcom Braida,75,67,56,69,36,66,ATK
Sambou Soumano,70,66,50,68,25,51,ATK
John Tolkin,80,47,60,61,62,63,DEF
Luciano Recalde,54,29,42,51,69,70,DEF
Mustapha Bundu,87,61,62,67,44,68,MID
Erick Ferigra,69,33,48,55,67,70,DEF
Paul Hanlon,57,36,57,56,67,75,DEF
Sergio Moreno Martínez,71,66,51,67,19,52,ATK
Emmanuel Iyoha,73,64,54,69,20,67,ATK
Clint Leemans,55,71,71,64,58,72,MID
Bruno Godeau,37,35,55,51,70,67,DEF
Marc Rzatkowski,64,62,68,69,62,62,MID
Allahyar Sayyadmanesh,84,67,56,69,42,74,ATK
Yan Dhanda,69,62,67,71,42,48,MID
Mike Wunderlich,65,68,67,69,35,65,MID
Ylldren Ibrahimaj,79,60,64,67,55,69,MID
Francisco Álvarez,62,31,43,48,68,70,DEF
Rubert Quijada,64,33,55,51,69,67,DEF
Laurent Jans,68,49,65,67,64,68,DEF
George Bello,80,45,55,70,61,60,DEF
Sumayhan Al Nabit,79,61,62,68,29,50,MID
Christoph Monschein,85,65,51,72,21,66,ATK
Josh Ginnelly,91,62,59,68,45,58,MID
Fabio Kaufmann,80,59,60,69,52,69,MID
Yacine Qasmi,56,68,48,64,30,70,ATK
Jostin Alman,76,65,61,66,51,64,ATK
Ismael Quílez,70,35,57,66,66,66,DEF
Paolo Faragò,57,56,69,65,64,64,MID
Jan Elvedi,74,34,57,57,67,73,DEF
Mark Beevers,50,41,47,41,67,76,DEF
Nicholas Siega,75,58,67,72,62,69,MID
Tomi Horvat,67,67,69,68,49,60,MID
David Wotherspoon,64,63,69,71,57,65,MID
Anis Mehmeti,70,60,60,72,54,65,MID
Liyu Yang,85,55,61,65,43,71,MID
Luís Carlos Machado Mata,74,35,58,64,63,59,DEF
Aldo Kalulu,91,67,60,72,31,51,ATK
Diogo dos Santos Cabral,72,47,57,67,61,66,DEF
Sacha Kljestan,43,65,72,65,52,64,MID
Dirk Proper,75,49,60,67,64,57,MID
Leo Greiml,51,30,48,46,66,72,DEF
Adrian Șut,71,61,61,63,65,71,MID
William Pacho,80,32,50,56,65,73,DEF
Kevin Kraus,48,41,47,42,65,79,DEF
Uche Ikpeazu,58,65,50,63,27,82,ATK
Pascal Breier,74,64,59,68,33,72,MID
Adama Diomande,75,67,52,66,29,76,ATK
Kye Rowles,66,24,45,44,68,74,DEF
Cleiderman Osorio,63,31,47,52,66,69,DEF
Efkan Bekiroglu,69,62,67,70,46,69,MID
Lisandro Pedro Varela Semedo,79,63,61,70,30,65,MID
Mamadou Coulibaly,75,59,65,67,64,71,MID
José Alejandro Suárez Suárez,68,36,52,51,66,70,DEF
Ryan Longman,79,65,59,69,52,69,MID
Berkan Taz,73,63,61,72,31,58,MID
Branislav Niňaj,46,28,51,41,67,78,DEF
Alexander Bittroff,71,45,59,64,65,77,DEF
CJ Hamilton,91,60,59,64,55,65,MID
Cesar Ibañez,73,28,56,62,63,67,DEF
Jordan Jones,90,60,63,68,40,45,MID
Kévin Boli,66,35,48,47,67,73,DEF
Nika Kvekveskiri,58,59,68,65,62,60,MID
Robert Hernández,71,67,63,70,41,63,MID
Calvin Mac-Intosch,71,38,52,58,65,77,DEF
David Goldar Gómez,51,41,59,49,65,75,DEF
Elias Andersson,65,58,69,69,56,63,MID
Jason Davidson,65,52,63,66,62,68,DEF
Stephen Quemper,78,35,61,66,61,70,DEF
Linus Hallenius,71,67,54,60,37,74,ATK
Christopher Braun,78,39,59,63,63,70,DEF
Dereck Kutesa,88,57,59,70,38,62,MID
Yacouba Sylla,68,52,60,60,64,80,MID
Felix Luckeneder,46,30,38,45,69,74,DEF
Carlos Feraud,66,66,65,64,60,64,MID
Gaizka Larrazabal,79,62,63,66,58,69,MID
Bagner Delgado,82,65,63,66,35,57,MID
Ahmed Barman,61,51,59,62,65,73,MID
Gustavo Patrick Pastor Pombo,81,69,54,73,33,66,ATK
Valentin Jacob,77,64,67,67,42,46,MID
Marcel Correia,59,38,61,62,66,64,DEF
Kgaogelo Sekgota,83,65,57,71,27,58,ATK
Sanasi Sy,67,36,55,66,64,55,DEF
Iraneuton Sousa Morais Júnior,67,68,65,66,65,71,DEF
Christophe Lepoint,33,66,61,59,66,74,MID
Sivert Mannsverk,68,58,64,67,63,70,MID
Shayne Lavery,78,68,50,68,24,62,ATK
Marcos Vinícius Sousa Natividade,85,57,59,71,25,51,MID
Ewoud Pletinckx,53,29,44,46,67,75,DEF
Jannik Müller,68,36,48,50,67,71,DEF
Lin Dai,47,54,53,56,66,78,DEF
Hyeon Seok Hong,67,60,68,68,62,65,MID
Ben Motshwari,76,58,66,69,55,67,MID
Alex Mighten,84,55,56,73,27,48,MID
Nils Seufert,52,51,65,70,61,60,MID
Bentley Baxter Bahn,74,64,68,70,35,61,MID
Chuks Aneke,54,67,62,64,52,71,ATK
Filippo Ranocchia,66,55,65,70,59,70,MID
Thomas Lam,69,56,60,61,65,74,DEF
Bruno Lourenço Pinto Almeida Paz,72,56,67,69,62,71,MID
Petr Schwarz,69,63,67,66,61,72,MID
Alan Czerwiński,81,42,61,64,61,69,DEF
Cristian Galano,85,69,66,72,22,65,ATK
Joonas Tamm,61,54,47,50,64,79,DEF
Robbe Decostere,75,44,59,64,62,69,DEF
José Luis Muñoz León,65,64,62,62,68,73,MID
Maximiliano Cuadra,90,63,66,73,24,62,MID
Hayden Coulson,75,38,56,66,62,60,DEF
Jakub Bartkowski,78,45,59,60,61,68,DEF
Billal Messaoudi,82,70,58,72,28,61,MID
Johannes Handl,55,30,43,44,66,78,DEF
Zakaria Bakkali,68,66,62,74,19,52,ATK
Hugo Martínez,67,48,62,67,64,57,MID
Tomás Romano dos Santos Händel,71,54,64,71,63,63,MID
Nicklas Shipnoski,81,61,59,69,26,49,MID
Finn Stokkers,67,66,44,66,29,70,ATK
Erwin Koffi,84,55,60,62,59,74,DEF
Rubio Rubin,74,66,61,68,28,66,ATK
Ismaila Soro,69,52,60,64,64,72,MID
Kwame Poku,84,58,62,71,44,48,MID
Marc Gual Huguet,77,66,55,67,21,64,ATK
Nicolás Royón,80,71,60,63,24,58,ATK
Luke O'Nien,75,58,62,64,62,79,MID
Boris Lambert,52,39,57,61,66,72,DEF
Noah Loosli,74,44,44,56,66,77,DEF
Pablo González,73,64,70,70,43,58,MID
Yuning Zhang,67,70,60,63,30,76,ATK
Gaspar Campos-Ansó,82,70,62,67,33,67,MID
Renzo López,56,67,49,61,25,75,ATK
Alex Muyl,78,59,59,66,59,81,MID
Grant Kekana,67,37,52,59,67,73,DEF
Matías Moya,76,59,63,71,51,52,MID
João José Pereira da Costa,75,64,67,68,65,58,MID
Daniel Steres,40,27,52,51,65,73,DEF
Kervin Arriaga,59,43,57,61,64,77,DEF
Maxime Barthelmé,66,59,67,68,62,62,MID
Jorge Fernando dos Santos Silva,71,40,59,65,63,63,DEF
Loïc Bessilé,75,36,52,63,65,72,DEF
Malik Batmaz,77,66,51,69,23,55,ATK
Thomas Buitink,68,66,59,68,30,70,ATK
Chris Durkin,57,58,67,65,65,70,MID
Nana Ampomah,82,63,59,69,41,65,MID
Filippo De Col,76,30,51,57,63,74,DEF
Sérgio Emanuel Conceição,73,57,63,64,65,61,DEF
Welson Emílio Leima Garcia,45,39,63,47,67,68,MID
Graham Zusi,55,67,73,68,63,71,MID
James McCarthy,55,61,64,68,67,66,MID
Simón Ramírez,77,52,62,65,60,64,MID
Freddie Ladapo,81,65,46,66,25,73,ATK
Javier Hernández González,67,67,67,67,45,63,MID
Loris Néry,71,48,60,65,62,75,DEF
Giacomo Quagliata,83,40,54,64,62,64,DEF
Lukáš Droppa,53,56,59,60,65,74,MID
Haifeng Ding,80,52,64,68,61,64,DEF
Marco Moscati,74,64,68,67,60,74,ATK
Nicolas Janvier,64,58,66,70,57,66,MID
Andrés Ferro,65,38,55,61,67,70,DEF
Saad Agouzoul,47,38,53,51,67,64,DEF
Valentin Gendrey,80,33,49,65,62,72,DEF
Walter Pérez,72,56,58,68,62,68,DEF
John Salas,86,39,59,66,61,69,DEF
Christian Cruz,80,61,64,64,62,68,DEF
Aleksandar Paločević,61,63,67,69,51,66,MID
Asumah Abubakar-Ankrah,85,65,57,70,38,67,ATK
Mohamed Ofkir,85,61,58,67,30,59,ATK
Richard Smallwood,51,55,61,58,65,72,MID
Matías Pérez,59,36,43,43,69,68,DEF
Julio Cascante,54,37,49,55,65,73,DEF
Luís Carlos Ramos Martins,69,60,66,67,62,63,DEF
Néstor Ortigoza,33,58,70,63,64,60,MID
Kane Wilson,86,52,60,68,56,70,MID
Andreas Wiegel,75,62,62,66,61,70,DEF
Jon Ander Olasagasti Imizcoz,62,61,65,61,64,68,MID
Enzo Millot,65,60,66,71,52,42,MID
Luke McNally,51,35,47,56,67,73,DEF
Naoki Maeda,73,66,64,66,17,61,MID
Wenjun Lü,83,60,61,64,44,71,MID
Juan Arboleda,78,40,60,62,62,72,DEF
Juan Carlos Real Ruiz,61,62,67,69,56,59,MID
Rodrigo Martins Gomes,77,61,58,69,52,51,MID
Richard Ledezma,73,59,66,72,47,45,MID
Bozhidar Kraev,66,63,63,68,43,66,MID
Francisco González,80,64,64,71,25,42,MID
Zech Medley,67,30,45,53,66,74,DEF
Brandon O'Neill,60,60,65,63,64,74,MID
Grant Hall,56,39,47,45,67,70,DEF
Mateo Sušić,71,47,59,62,62,72,DEF
Axel Rodríguez,69,67,45,65,36,70,ATK
Irwin Antón,58,69,62,64,40,67,ATK
Mats Köhlert,81,62,68,69,57,68,MID
Chul Soon Choi,63,46,62,63,66,72,DEF
Pablo Chavarría,65,67,65,67,35,76,ATK
Ali Al Bulayhi,46,37,38,43,65,78,DEF
Abdulrahman Al Obud,86,62,56,70,43,57,MID
Juan Berrocal González,60,38,49,51,67,73,DEF
Toni Datković,63,28,44,40,67,67,DEF
Jean-Philippe Krasso,63,67,60,67,20,58,ATK
Sergio Antonio Da Luz Junior,68,65,63,69,37,63,MID
Álvaro Madrid,67,53,67,70,57,68,MID
Florian Ballas,55,41,46,42,66,74,DEF
Liam Gordon,56,28,42,49,67,77,DEF
Mitchell Duke,79,67,61,67,51,79,ATK
S. Jefferson Espinho Sobri,58,56,63,68,64,72,MID
Mamadou Diarra,56,32,49,50,69,64,DEF
Fortune Bassey,75,68,62,65,21,68,ATK
Jeppe Andersen,71,61,64,67,61,81,MID
Javier Hernández Carrera,65,47,61,63,65,69,DEF
Radu Boboc,72,51,61,62,63,70,DEF
Lasse Vigen,72,58,65,67,62,76,MID
Hüseyin Türkmen,72,37,49,56,67,73,DEF
Alex Roldan,71,57,63,66,61,70,DEF
Mats Knoester,55,29,50,55,66,76,DEF
Ben Woodburn,75,63,62,69,23,52,MID
Alessandro Fontanarosa,75,58,61,64,67,63,DEF
Silas Antonaldo Taffarel Araújo,66,63,63,67,62,78,MID
Giovanni Crociata,76,58,68,72,47,59,MID
Boris Sekulić,67,32,60,61,64,68,DEF
Zvonimir Šarlija,56,32,49,44,69,68,DEF
Warren O'Hora,54,37,51,52,66,77,DEF
Marcel Guaramato,80,30,53,53,64,67,DEF
Gustavo Sangaré,59,39,53,59,66,66,MID
Franco Sbuttoni,44,31,46,45,66,75,DEF
Calvin Verdonk,65,58,67,66,64,65,MID
Iván Ramírez,69,44,60,63,64,68,DEF
Andy King,52,64,66,65,68,60,MID
Horacio Salaberry,44,33,39,41,72,62,DEF
Şener Özbayraklı,70,56,63,66,63,71,DEF
Diego Manuel J. da Silva Moreira,86,59,57,75,31,65,MID
Tayfur Bingöl,74,60,66,67,60,64,MID
Jordy Bruijn,68,63,66,70,52,61,MID
Alex Timossi Andersson,84,58,61,68,30,52,MID
Joel Waterman,44,32,52,53,66,73,DEF
Gonçalo Oscar Albuquerque Borges,83,53,60,69,26,54,MID
Brad Smith,82,49,60,65,61,66,DEF
Cristian Cuevas,85,57,63,70,60,70,MID
Carlos Miguel Pereira Fernandes,67,55,65,64,65,64,MID
Conor Grant,68,61,65,66,62,73,DEF
Youba Diarra,70,59,63,66,61,74,MID
Marvin Baudry,42,24,48,43,68,74,DEF
Alberto Escassi Oliva,44,58,60,58,66,82,DEF
Young Sun Yun,57,33,55,46,65,73,DEF
Michał Kucharczyk,78,64,61,69,42,66,MID
Antonio Pergreffi,55,39,47,47,69,72,DEF
Alexandru Mateiu,62,64,64,69,61,70,MID
Davide Agazzi,63,46,64,69,64,68,MID
Ricardo Martins Guimarães,69,63,62,65,63,70,MID
Ryan Malone,63,30,45,42,66,78,DEF
Anthony Gonçalves,46,51,65,64,61,81,DEF
Diogo Filipe Pacheco Abreu,72,54,70,71,46,63,MID
Xizhe Zhang,75,63,68,70,48,62,MID
Blaž Kramer,73,65,54,64,36,73,ATK
Diego Coppola,60,40,53,46,68,67,DEF
Wilfrid Kaptoum,56,59,65,71,59,63,MID
Alex Méndez,64,56,70,68,49,57,MID
Dylan Glaby,58,52,65,61,63,71,MID
José Quintero,83,56,62,65,62,70,DEF
Erik Expósito Hernández,67,68,59,63,29,67,ATK
Petko Hristov,40,31,41,40,68,70,DEF
Alejandro Meleán,54,42,60,47,67,68,MID
Sang Min Sim,73,47,60,66,61,70,DEF
Charilaos Charisis,56,62,68,69,64,69,MID
Emir Karic,70,43,58,63,62,74,DEF
Pedro Delvalle,80,64,62,68,24,47,MID
Jefferson Yuri de Sousa Matias,65,32,46,53,64,77,DEF
Cemali Sertel,70,38,59,63,64,68,DEF
Josecarlos Van Rankin,73,42,62,65,64,69,DEF
Juan de Dios Prados López,54,47,61,60,64,77,MID
Welinton Júnior Ferreira dos Santos,77,70,61,71,22,49,ATK
Bashkim Ajdini,77,63,65,69,59,60,DEF
Mario López Quintana,59,30,41,41,67,76,DEF
Kevin van Veen,55,69,58,63,26,74,ATK
Francesco Orlando,90,60,59,71,28,48,MID
Jeronimo Cacciabue,67,55,64,69,65,62,MID
Sondre Flem Bjørshol,76,30,55,61,61,73,DEF
Ruben Providence,83,58,52,77,27,36,ATK
Renaud Emond,55,69,56,62,30,67,ATK
Dan Scarr,52,40,46,50,66,80,DEF
Amine Benchaib,74,62,63,72,38,59,MID
José Carabalí,91,56,59,67,59,66,MID
Mizuki Arai,75,61,63,66,51,43,MID
Taichi Hara,67,64,53,63,25,77,ATK
Karlo Bručić,67,41,54,60,65,70,DEF
Giacomo Calò,64,42,60,60,61,70,MID
Julián Palacios,79,59,64,68,53,61,MID
Ollie Norburn,74,61,65,66,64,76,MID
Alexy Bosetti,74,68,63,70,32,63,ATK
Ricardo Almeida Santos,68,39,45,51,66,85,DEF
Nils Butzen,76,53,61,65,59,71,DEF
Aké Loba,81,66,58,67,24,65,ATK
Lorenzo Burnet,71,42,60,67,63,66,DEF
Felipe Martins,49,64,69,69,60,69,MID
Milan Makarić,69,66,56,65,23,68,ATK
Alessandro Vogliacco,69,35,52,53,68,67,DEF
Adrian Nilsen Pereira,81,59,58,66,59,68,DEF
Curtis Tilt,61,33,41,51,66,75,DEF
Seon Min Moon,91,63,57,69,36,57,ATK
Luciano Abecasis,75,49,62,65,63,74,DEF
Dimitrios Stavropoulos,57,32,49,46,66,75,DEF
Aleksandar Prijović,55,66,56,63,35,75,ATK
Pape Habib Gueye,76,66,54,67,21,76,ATK
Ransford-Yeboah Königsdörffer,86,62,59,69,39,58,ATK
Lassi Lappalainen,86,60,59,66,55,60,MID
Andre Dozzell,73,59,67,69,62,64,MID
Matty Taylor,68,67,57,67,27,65,ATK
